"rho","theta","phi"
70.3349130944227,2.02764131964089,1.93418350247072
80.2807573457052,-0.175939625452528,2.53591206700457
116.674761623926,-1.02293279529306,2.50758237882634
61.9193023216509,-0.0525830616109417,1.17276831327265
70.2566722810012,-2.06260550278359,2.01197514514026
96.9587541174081,-0.0416425790985884,1.43631369677575
109.845345827668,-2.02764131964089,2.49997113646745
100.722390757964,-0.71574358966888,2.83416385044826
65.7419196555744,0.215357699697738,0.521592685965666
113.758516164725,-2.58609891832425,0.643600917855541
112.57886124846,-0.891663026288527,1.89628922320656
86.7755725996665,1.13004547901547,0.741383837275843
79.3851371479574,0.165148677414627,2.57546947619908
18.9736659610103,-3.01723765904303,2.12591749435168
96.2756459339536,-0.565483888154824,2.4474873851769
67.5721836261046,1.36082281393273,1.17583367837702
94.2655822662757,1.42889927219073,0.0750827159848694
69.0144912319145,1.6748962649045,1.35170203242609
116.884558432669,2.34910241051803,1.02174004617971
31.8904374382039,0.197395559849881,1.28469283306432
140.733791251426,-1.06837505677027,0.829786447510959
50.1697119784437,2.20582306218521,1.91649049714635
120.345336428131,0.707431529565906,0.854700842623383
117.753980824429,2.19422713820631,1.1969829369401
100.149887668434,-1.72116775480203,1.59076772172061
98.6154146165801,1.82516438534816,2.59019625732916
136.014705087354,0.540419500270584,2.11139598993827
118.173601112939,1.42076937001079,0.827158117827986
124.398553046247,-2.63449414919746,2.30125362607159
139.531358482601,2.40877755180329,1.30241260604982
77.5757694128779,-1.38189914591727,1.10271838229214
105.475115548645,2.79014785958624,1.14047813412116
99.2824254337091,-1.84909598580001,1.26382987993195
100.493780902104,1.36926855905956,1.23620993116311
112.809574061779,-1.58449410016776,0.703864902937392
72.3740284908889,-1.13965758607611,0.863995607671315
129.880714503732,2.13329425786397,2.14916115744109
108.485022007649,-0.0713074647852903,2.00867768751033
97.6575649911465,-2.48874602248902,1.06868934971926
53.9814783050631,2.13932087452594,0.913067844133387
87.3842090998139,-0.75092906239794,1.2203559465874
24.6576560118759,-0.380506377112365,1.06252908062361
70.4343666117613,0.775089250251205,1.34163399375774
86.1452262171271,-2.06075365304863,1.40755604401006
119.423615755009,-2.29856606271487,0.664680328867518
110.363037290571,-2.67794504458899,1.10061242897693
73.9324015570981,-1.58642005541537,2.09492307023145
94.7892398956759,2.85261724359723,2.18981307809394
74.6726188103779,-1.08389709498363,2.60036049705004
66.7382948538543,-1.99874482311638,1.9226406412529
115.23020437368,-2.21943877846144,2.40038515108623
122.80879447336,1.96343382455502,2.08123993950922
93.0430008114528,2.43068328040623,0.535884190926713
131.726990400601,2.31621580306905,0.937092164600795
127.459797583395,-1.33185988620873,0.681362134820826
83.7436564761773,-3.12307625152178,2.4406537477662
114.310979350192,-1.74703102453157,2.43577549045448
135.210946302435,0.674740942223553,2.02234021361065
50.4876222454574,1.84496377791456,2.4228887559703
120.049989587671,-1.92643221109566,0.671310568503829
64.9769189789728,1.07144960511477,2.52469006627195
114.026312752803,-2.84531429570387,1.05742736458025
103.024268985516,0.463647609000806,2.27881799474956
124.438739948619,2.40075096832855,1.10400788778071
49.254441424099,1.66804952504646,2.15097563819806
52.6687763290548,-1.53160072486784,1.32139324270156
120.896650077659,-1.29537022309886,0.912091633154497
82.6619622317303,0.489957326253728,0.966016773981716
79.6680613545981,2.07789483118723,0.129594031187527
126.822710899902,-0.344647315618026,2.4294480587776
81.8413098624405,-2.86549563419436,2.27521991264715
153.300358773227,-0.578524214417705,0.868737429452872
106.494131293701,2.69475018510403,1.54262203309699
84.823345842993,-0.108011724700046,1.39302333014852
97.4166310236604,1.28995860217369,0.589029562095105
96.2808392152873,2.73103520554794,1.84423437674274
106.249705881946,-2.27489261858395,1.12304194916498
102.259473888731,3.0999500744912,1.22146821561262
102.220350224405,-0.892895837423103,1.82797443506527
77.6337555448659,0.419650862135104,1.9815613589742
98.5900603509299,2.18152229118411,0.837343407694252
49.0917508345343,2.15314927293888,1.5707963267949
104.259292151827,2.18239337110316,2.01708002484287
144.201248260894,-2.29743866747662,1.16442268512345
106.526991884686,1.26109338225244,1.40101049973765
133.940285202026,2.07363953772276,2.39156400334128
84.7643793111234,-1.84622243049093,0.599144104354188
76.7398201717987,1.17371688156991,2.07390192480556
143.871470417175,2.30803897713243,0.955863306270273
108.521887193322,1.6631256615265,2.61831258968998
141.484981535144,0.378651091671477,0.785847758822207
90.0943949421938,-2.0823524539652,0.811836501153988
104.407854110694,-1.9467572806662,2.24280417391628
108.268185539428,-0.57477586169898,1.82283706353749
102.703456611742,-0.939716939323567,0.677819981407438
141.781522068286,0.433089438723307,2.33395056012589
27.5862284482674,0.540419500270584,0.436470703528142
78.5175139698144,2.1025203940537,2.8876796422881
113.551750316761,0.777268261217504,0.872545728803634
101.79882121125,-3.0309354324159,0.928268507872812
65.4980915752513,1.90474139863979,0.913845961948188
39.8622628559895,-2.44685437739309,1.77285961404756
131.700417615131,-0.266252049150925,2.37652294978327
116.365802536656,-0.85534754843823,1.27428865695891
78.7210264160726,1.71560882503384,0.663906032501169
103.232746742494,-0.792294605785797,1.68730189820597
127.455874717488,-0.463647609000806,2.41186499736283
83.7675354776539,0.739277047382937,2.56010404254979
97.2625313263026,1.0873493252277,1.19164494469103
105.503554442493,-2.47503483476011,1.1301480399657
46.184412955022,0.52183427981441,1.52747812704387
94.2019108086455,0.726642340681726,2.74802851826173
141.039001698112,-0.901157381118259,2.09014709304907
