"r","theta","z"
65.7419196555744,2.02764131964089,-25
45.7055795281058,-0.175939625452528,-66
69.1158447825099,-1.02293279529306,-94
57.0788927713213,-0.0525830616109417,24
63.5295206970744,-2.06260550278359,-30
96.0832971957145,-0.0416425790985884,13
65.7419196555744,-2.02764131964089,-88
30.4795013082563,-0.71574358966888,-96
32.7566787083184,0.215357699697738,57
68.264192663504,-2.58609891832425,91
106.667708328247,-0.891663026288527,-36
58.6003412959344,1.13004547901547,64
42.5793377120875,0.165148677414627,-67
16.1245154965971,-3.01723765904303,-10
61.5873363606513,-0.565483888154824,-74
62.3698645180507,1.36082281393273,26
7.07106781186548,1.42889927219073,94
67.3646791723972,1.6748962649045,15
99.7045635866283,2.34910241051803,61
30.5941170815567,0.197395559849881,9
103.831594420966,-1.06837505677027,95
47.2016948848238,2.20582306218521,-17
90.785461391128,0.707431529565906,79
109.622078068243,2.19422713820631,43
100.129915609672,-1.72116775480203,-2
51.662365412358,1.82516438534816,-84
116.619037896906,0.540419500270584,-70
86.9770084562581,1.42076937001079,80
92.660671268883,-2.63449414919746,-83
134.536240470737,2.40877755180329,37
69.2314957226839,-1.38189914591727,35
95.8592718520227,2.79014785958624,44
94.6414285606467,-1.84909598580001,30
94.9210198006743,1.36926855905956,33
73.0068489937759,-1.58449410016776,86
55.0363516232681,-1.13965758607611,47
108.75660899458,2.13329425786397,-71
98.2496819333274,-0.0713074647852903,-46
85.6037382361308,-2.48874602248902,47
42.7200187265877,2.13932087452594,33
82.0731381147328,-0.75092906239794,30
21.540659228538,-0.380506377112365,12
68.5930025585701,0.775089250251205,16
85,-2.06075365304863,14
73.6613874428116,-2.29856606271487,94
98.3869910099908,-2.67794504458899,50
64.007812023221,-1.58642005541537,-37
77.2010362624751,2.85261724359723,-55
38.4707681233427,-1.08389709498363,-64
62.6498204307083,-1.99874482311638,-23
77.8010282708397,-2.21943877846144,-85
107.154094648781,1.96343382455502,-60
47.5078940808788,2.43068328040623,80
106.150836077725,2.31621580306905,78
80.2807573457052,-1.33185988620873,99
54.0092584655631,-3.12307625152178,-64
74.1484996476665,-1.74703102453157,-87
121.659360511224,0.674740942223553,-59
33.2415402771893,1.84496377791456,-38
74.6726188103779,-1.92643221109566,94
37.589892258425,1.07144960511477,-53
99.3277403347121,-2.84531429570387,56
78.2623792124926,0.463647609000806,-67
111.126054550677,2.40075096832855,56
41.194659848092,1.66804952504646,-27
51.0392006206994,-1.53160072486784,13
95.603347221737,-1.29537022309886,74
68,0.489957326253728,47
10.295630140987,2.07789483118723,79
82.8733974204026,-0.344647315618026,-96
62.3618473106755,-2.86549563419436,-53
117.046999107196,-0.578524214417705,99
106.45186705737,2.69475018510403,3
83.4865258589672,-0.108011724700046,15
54.1202365109392,1.28995860217369,81
92.7038294786143,2.73103520554794,-26
95.7757798193259,-2.27489261858395,46
96.0832971957145,3.0999500744912,35
98.8584847142621,-0.892895837423103,-26
71.175838597097,0.419650862135104,-31
73.2393336944022,2.18152229118411,66
49.0917508345343,2.15314927293888,0
94.0478601564119,2.18239337110316,-45
132.457540366715,-2.29743866747662,57
104.995237987254,1.26109338225244,18
91.3016976841066,2.07363953772276,-98
47.8016736108685,-1.84622243049093,70
67.2309452558864,1.17371688156991,-37
117.515956363381,2.30803897713243,83
54.230987451825,1.6631256615265,-94
100.089959536409,0.378651091671477,100
65.3681879816169,-2.0823524539652,62
81.706792863262,-1.9467572806662,-65
104.847508315649,-0.57477586169898,-27
64.4049687524185,-0.939716939323567,80
102.459748194108,0.433089438723307,-98
11.6619037896906,0.540419500270584,25
19.723082923316,2.1025203940537,-76
86.9770084562581,0.777268261217504,73
81.4984662432367,-3.0309354324159,61
51.8652099195598,1.90474139863979,40
39.0512483795333,-2.44685437739309,-8
91.214034007931,-0.266252049150925,-95
111.287914887467,-0.85534754843823,34
48.5077313425396,1.71560882503384,62
102.532921542303,-0.792294605785797,-12
84.970583144992,-0.463647609000806,-95
46.0108682813094,0.739277047382937,-70
90.3548559846121,1.0873493252277,36
95.4253635046784,-2.47503483476011,45
46.1410879802373,0.52183427981441,2
36.1247837363769,0.726642340681726,-87
122.441822920112,-0.901157381118259,-70
70.327803890069,2.62068287274158,-49
89.0056178002265,-0.478721843995766,-7
54.817880294663,-1.31254410698386,-26
122.331516789419,0.779617880953787,13
113.951744172698,-0.741947268005917,4
75.4320886625844,1.82542099298944,-51
58.6941223633168,2.98764798913144,11
50.6951674225463,0.3841693643926,84
81.6088230524127,-2.51279636717436,94
115.433963806152,2.52235021661196,-24
105.422957651548,-0.906425383206653,92
111.04053313993,2.47107109560924,69
96.6281532473844,-1.68488210596306,13
102.532921542303,-2.349298047804,-24
84.970583144992,-0.463647609000806,-10
69.8927750200262,-1.90612070810991,-94
93.3434518324665,1.48498606209839,21
92.3146792227542,-2.44824133905575,-16
77.0778826901725,-2.741811555347,3
51.478150704935,-1.15059961318562,77
83.7257427557379,2.08253516911025,-4
39.1152144312159,0.566729217523506,-9
105.688220724923,1.00116435980449,19
131.244047484067,-0.866302262552679,-1
105.678758508983,-2.08524763985392,-76
75.7165767847438,0.588002603547568,61
103.121287811974,-1.91708183425427,48
109.12378292563,0.850242190950655,6
90.5207158610668,2.37181821881282,6
61.7413961617325,-1.13612611164565,82
110.941425986869,0.593002561881526,21
102.357217625334,-1.31396987682509,90
44.9444101084885,-0.563316261491968,-79
81.9084855189009,1.88096438758288,-92
44.6430285710994,-2.86944676305861,41
126.732000694379,-2.305957465333,54
71.8401002226472,1.85292005893761,79
49.1934955049954,0.463647609000806,38
99.503768772846,1.47012767463707,75
92.5904962725657,2.05376520265146,66
125.602547744861,0.649870449411948,20
68.3081254317523,1.25830476706038,-51
98.3107318658548,-0.163476438170694,79
82.0548596976437,3.10502359767625,-29
99.4032192637643,-2.2062493196189,-80
107.354552767919,-0.484477929037023,-69
77.4209274033836,-0.950546840812075,-88
125.207827231368,-0.757157086192661,-95
67.0074622710038,-0.014924264990085,78
54.644304369257,-0.603229852924685,-81
127.404866469064,0.829813378644359,-31
47.8539444560216,2.02509841348821,28
109.165012710117,1.13582937574932,-5
68.0294054067798,0.0294032882040051,-82
81.7435012707432,-1.43581957694097,-84
77.987178433381,-2.28359503646185,-58
94.9210198006743,2.7865211033149,-51
81.2711510931154,-0.325641585343287,-70
69.3541635375988,0.49589449143606,72
16.1245154965971,-1.05165021254837,43
33.1058907144937,2.70496549377625,-36
42.7200187265877,1.21202565652432,18
78.4091831356506,0.91199029067742,25
103.004854254545,0.633792675959175,-22
123.109707172099,-0.75092906239794,3
77.2010362624751,2.20911613480394,81
88.5268320906153,-2.90209338767963,-90
103.788245962633,-2.00858763043644,-75
97.082439194738,-0.850997335228487,10
108.577161502776,-0.870161892510066,-43
122.380554010839,-0.814291854227526,42
41,-2.920278211242,41
94.7259204230817,1.76198078639191,87
48.0104155366312,-1.59162664683111,-28
82.365041127896,-1.06369782240256,-27
50.60632371552,-0.516695138762277,-71
107.186752912848,2.10961582843081,-54
103.247275993122,2.591206705913,49
112.004464196745,-0.652429442973121,37
106.45186705737,-2.69475018510403,46
39.293765408777,-2.8842689386187,-50
130.176802849048,-2.3887916353103,35
74.3034319530397,-0.505791315594403,34
71.8470597867442,0.153707529058479,-86
106.780147967682,2.55618744679853,-93
74.3303437365925,-1.27031915842232,-66
92.1954445729289,1.63592149012928,-10
